Coordination,R1-CHARMM36m,CHARMM36m(NH2-CT3),R2-CHARMM36m,R3-CHARMM36m,R1-a99sb-ILDN,R2-a99sb-ILDN,R3-a99sb-ILDN,R1-a99sb*-ILDN,R2-a99sb*-ILDN,R3-a99sb*-ILDN
Seesaw,0.632,0.629,44.792,0.406,8.262,6.14,1.059,7.86,0.493,7.426
Seesaw,0.265,0.658,46.599,0.448,8.063,7.964,0.937,8.653,0.393,6.546
Seesaw,0.181,0.804,40.941,1.135,7.538,8.515,0.585,7.133,0.413,7.83
Seesaw,0.509,1.229,45.402,1,7.678,8.071,0.88,5.817,1.787,8.425
Seesaw,1.269,0.848,38.292,0.574,5.982,8.019,1.062,7.54,0.687,6.135
Seesaw,0.505,0.882,45.407,0.849,7.822,7.682,0.932,7.185,0.23,8.237
Seesaw,0.598,0.826,47.133,0.659,8.339,5.705,0.393,8.849,0.843,6.21
Seesaw,0.806,0.678,36.81,0.708,6.823,8.846,0.764,8.058,0.492,7.776
Seesaw,0.231,0.554,41.246,0.683,8.436,8.387,0.873,6.804,0.257,7.826
Seesaw,0.737,0.606,37.995,0.944,8.222,5.042,0.836,7.183,0.684,7.841
Seesaw,0.982,0.65,46.818,0.824,8.237,6.925,0.536,7.429,0.488,7.841
Seesaw,0.76,1.147,44.071,0.513,7.546,7.575,0.703,6.001,0.227,8.829
Seesaw,1.015,0.75,43.137,1.234,7.574,7.903,0.677,7.407,0.768,6.546
Seesaw,0.384,0.528,41.264,0.424,7.401,6.451,1.231,7.676,0.847,7.135
Seesaw,0.617,0.81,42.566,0.62,7.541,7.098,0.836,5.687,0.441,7.544
Seesaw,0.536,0.639,44.735,0.724,7.123,8.135,0.567,8.164,0.513,7.415
Seesaw,0.692,0.469,41.578,1.476,8.287,8.781,0.732,9.2,0.38,8.18
Seesaw,0.861,0.599,40.952,0.687,7.27,6.719,0.804,7.773,0.538,9.033
Seesaw,0.803,1.153,34.351,0.659,8.329,8.712,0.683,7.944,0.629,7.592
Seesaw,0.914,0.509,45.996,0.396,8.891,7.801,0.531,7.305,0.339,7.736
Seesaw,1.257,1.098,34.899,0.656,8.12,8.086,0.512,7.566,1.029,7.35
Seesaw,0.565,0.387,39.149,0.861,8.345,7.277,0.603,8.789,0.739,6.684
Seesaw,0.655,1.095,40.032,0.925,6.619,7.659,0.717,8.007,0.544,8.003
Seesaw,0.672,0.746,40.776,0.961,8.043,7.29,1.772,8.274,7.557,6.696
Seesaw,0.564,0.511,39.823,1.257,8.074,6.417,0.992,7.488,5.98,9.237
Seesaw,0.373,1.483,41.948,0.718,8.156,5.053,2.562,7.064,0.732,7.489
Seesaw,0.555,0.418,36.522,0.92,8.679,8.551,0.55,8.643,1.156,7.929
Seesaw,0.84,0.801,37.86,0.94,7.649,7.569,0.949,7.154,0.689,7.167
Seesaw,0.738,1.081,44.891,0.623,8.567,6.985,0.456,8.695,0.737,6.463
Seesaw,0.685,0.905,43.064,0.703,8.246,8.722,0.602,7.735,0.391,8.294
Seesaw,1.523,1.075,44.633,0.806,8.286,8.109,0.429,8.543,0.424,7.033
Seesaw,0.642,0.641,36.192,0.525,5.984,7.233,0.958,8.119,0.424,4.54
Seesaw,0.499,0.749,41.712,0.489,4.59,7.729,0.706,7.334,0.6,3.693
Seesaw,0.731,0.44,34.779,0.504,8.231,7.375,7.813,7.332,0.636,5.654
Seesaw,0.622,0.94,43.031,0.626,7.757,7.003,8.057,6.742,0.542,7.274
Seesaw,0.789,1.122,42.978,0.431,7.978,7.985,8.696,8.006,0.726,6.042
Seesaw,0.874,0.499,41.022,0.736,8.27,5.926,6.904,5.899,0.417,8.026
Seesaw,2.006,0.337,38.501,0.923,8.685,7.059,7.928,6.35,0.636,8.544
Seesaw,0.277,1.277,40.374,0.65,4.82,7.346,6.943,8.242,0.889,6.639
Seesaw,0.861,1.059,39.028,0.505,7.466,7.256,8.346,8.787,0.53,0.67
Seesaw,0.927,0.255,39.746,0.696,7.811,7.868,7.318,8.457,0.533,7.245
Seesaw,0.607,0.284,36.98,0.463,8.401,9.063,7.487,7.263,0.914,8.384
Seesaw,0.667,0.544,27.28,0.286,7.031,5.697,1.056,7.546,0.828,8.49
Seesaw,0.654,1.256,35.566,1.096,6.222,8.142,7.862,8.076,0.542,6.589
Seesaw,0.669,0.837,31.571,1.14,5.762,7.687,7.934,5.017,0.255,7.962
Seesaw,0.916,0.523,25.431,0.614,8.071,8.461,6.619,6.872,0.859,8.049
Seesaw,0.467,0.627,46.029,1.206,8.843,6.668,7.588,7.066,0.679,4.605
Seesaw,1.301,0.802,45.139,0.923,7.363,4.534,1.129,8.128,0.301,6.801
Seesaw,0.648,1.477,43.085,0.331,7.881,8.029,5.955,4.959,0.632,3.32
Seesaw,0.311,1.599,44.379,1.039,8.189,8.714,7.246,7.512,0.568,5.188
Seesaw,0.748,0.322,39.113,0.723,7.688,8.226,7.961,7.49,0.84,0.443
Seesaw,0.893,1.322,37.108,0.661,7.771,8.189,6.514,8.973,4.286,5.532
Seesaw,0.712,1.416,39.342,0.936,7.635,7.059,8.29,8.226,0.962,7.772
Seesaw,1.191,1.509,41.908,0.736,8.388,8.254,7.446,7.76,0.836,7.938
Seesaw,0.87,0.911,41.494,0.546,8.663,7.004,7.976,4.857,0.72,8.487
Seesaw,0.488,0.811,41.653,0.94,7.258,8.66,7.21,7.963,5.769,8.308
Seesaw,0.542,0.723,40.33,0.422,7.18,7.035,8.352,6.693,0.719,6.051
Seesaw,0.457,1.247,25.751,1.181,8.51,6.756,0.542,7.833,4.395,5.656
Seesaw,0.804,1.889,37.888,0.523,8.829,8.374,7.338,8.157,4.96,7.178
Seesaw,1.22,0.502,38.323,0.804,7.4,7.561,7.378,8.361,4.958,6.755
Seesaw,0.931,0.431,43.077,0.877,6.689,8.02,0.856,8.099,7.224,7.253
Seesaw,1.06,0.517,45.017,0.671,7.922,7.573,7.616,8.127,0.4,7.216
Seesaw,0.431,0.529,44.585,0.953,7.983,7.573,0.604,7.517,0.835,7.179
Seesaw,1.164,0.435,44.314,0.866,8.358,7.224,0.557,8.344,0.572,7.546
Seesaw,0.329,0.615,40.042,0.468,7.984,8.29,0.618,8.844,0.592,7.582
Seesaw,0.598,0.513,43.065,0.842,5.946,7.13,0.814,8.87,6.75,7.484
Seesaw,0.755,0.521,41.387,1.225,8.188,8.172,0.509,6.421,0.479,6.238
Seesaw,0.735,0.634,46.739,0.512,6.914,7.436,0.796,7.316,6.496,7.875
Seesaw,0.675,1.333,45.976,0.311,7.304,6.451,0.563,8.447,0.887,7.63
Seesaw,0.496,0.694,34.127,0.447,8.291,7.957,0.49,8.539,7.903,8.485
Seesaw,0.482,0.632,44.491,0.732,7.539,8.007,1.35,6.7,1.271,8.05
Seesaw,0.755,1.57,45.343,0.746,7.649,7.378,0.775,8.42,0.651,8.374
Seesaw,1.278,0.666,32.118,0.536,7.08,7.225,0.337,6.782,0.475,5.954
Seesaw,1.475,1.197,46.732,1.427,8.654,7.659,0.773,6.686,0.601,6.175
Seesaw,1.229,1.726,30.509,1.128,6.645,8.452,0.472,7.641,1.12,7.304
Seesaw,0.648,1.136,42.286,0.904,7.932,6.755,1.074,8.614,2.695,8.645
Seesaw,0.333,0.58,45.744,0.531,7.596,5.566,0.729,8.317,0.554,7.508
Seesaw,0.523,0.622,41.681,0.916,8.564,7.492,0.837,5.844,0.644,8.285
Seesaw,1.075,1.68,39.904,0.477,8.986,6.874,0.543,8.763,0.571,8.365
Seesaw,0.66,0.973,43.04,1.095,7.802,6.615,0.982,8.388,0.463,6.594
Seesaw,1.034,0.698,27.167,0.477,6.649,8.648,0.381,7.631,1.033,7.456
Seesaw,0.737,1.061,35.343,0.939,8.583,9.092,0.618,8.74,0.389,8.786
Seesaw,0.602,1.176,47.764,0.859,8.682,8.836,0.679,7.399,1.575,8.864
Seesaw,0.513,2.005,39.2,1.088,8.648,7.486,0.344,7.929,0.462,8.372
Seesaw,1.049,2.475,45.997,0.486,7.274,6.999,0.453,8.552,0.508,8.934
Seesaw,0.543,0.473,41.126,0.52,7.819,7.447,0.371,7.891,0.482,6.968
Seesaw,0.524,1.663,38.752,0.59,8.27,7.831,0.294,7.319,0.277,7.507
Seesaw,0.478,1.116,37.654,0.576,7.52,7.775,0.538,7.721,0.565,7.264
Seesaw,1.001,2.13,35.126,0.874,8.3,6.452,0.997,8.534,0.683,7.22
Seesaw,0.68,1.381,38.395,0.724,9.31,8.482,0.611,8.142,0.767,5.941
Seesaw,0.769,0.914,33.491,1.194,5.558,8.411,0.503,7.732,0.463,8.552
Seesaw,0.857,0.946,39.684,0.327,7.293,5.902,0.281,8.299,0.533,8.227
Seesaw,0.507,0.456,42.18,0.838,7.519,7.464,0.62,9.177,0.272,8.119
Seesaw,0.613,4.843,40.793,0.993,7.796,7.538,0.518,6.842,0.479,5.071
Seesaw,0.906,1.405,41.107,0.76,7.749,7.923,0.375,7.631,0.694,6.756
Seesaw,0.694,2.452,39.351,0.547,8.215,7.754,0.621,8.324,0.677,8.153
Seesaw,0.41,0.896,31.866,0.564,7.952,8.187,0.498,7.099,0.806,6.962
Seesaw,0.38,1.604,38.25,0.839,8.427,6.533,0.333,7.551,7.372,7.89
Seesaw,0.291,1.03,44.575,0.466,6.534,6.932,0.857,8.288,0.561,6.774
Seesaw,0.647,0.662,40.584,1.068,7.016,8.88,1.46,8.054,0.489,6.695
Seesaw,0.886,1.077,44.659,1.115,8.072,8.073,0.975,6.843,0.825,7.33
Seesaw,0.423,1.43,41.373,0.42,8.068,8.401,0.655,5.682,0.723,7.687
Seesaw,0.278,1.135,41.575,0.672,7.178,8.619,0.955,7.383,0.524,6.911
Seesaw,0.749,0.697,34.5,0.954,6.421,7.606,1.014,7.162,0.356,8.155
Seesaw,0.561,0.51,37.835,0.683,6.952,7.054,1.04,7.301,0.286,8.015
Seesaw,0.525,1.455,34.964,1.078,7.768,8.874,0.712,9.134,0.487,6.726
Seesaw,0.607,1.35,38.92,1.126,7.902,7.395,0.237,7.965,0.428,7.324
Seesaw,0.505,1.248,41.176,0.996,7.527,7.986,0.895,9.035,1.005,6.165
Seesaw,0.559,1.074,42.53,0.852,8.61,5.995,0.483,8.078,0.551,6.849
Seesaw,1.796,2.619,42.081,0.557,9.107,7.267,0.435,7.909,0.334,6.834
Seesaw,0.704,1.079,41.773,1.103,8.027,6.19,0.3,8.51,0.643,7.774
Seesaw,1.105,0.546,38.028,1.164,9.385,8.537,0.46,7.011,0.543,7.574
Seesaw,1.112,0.656,36.323,0.717,7.975,6.836,0.588,8.192,0.821,7.397
Seesaw,0.753,0.67,39.248,0.76,7.033,7.785,1.232,5.678,1.173,7.124
Seesaw,0.331,0.934,33.667,1.32,6.361,6.645,0.738,8.619,0.815,7.733
Seesaw,0.493,0.65,38.5,0.568,7.884,5.741,0.39,7.02,0.526,8.343
Seesaw,0.503,1.312,35.725,0.763,8.073,8.503,0.781,7.068,0.505,7.915
Seesaw,0.79,1.149,37.608,0.692,7.327,8.086,0.541,6.748,0.529,8.256
Seesaw,0.98,1.127,36.895,0.829,7.84,7.353,0.221,8.458,0.51,8.563
Seesaw,0.545,0.214,38.025,0.909,8.077,7.05,0.569,7.914,0.458,7.969
Seesaw,0.849,1.012,35.025,0.811,7.811,7.496,0.473,7.12,0.5,6.986
Seesaw,0.472,0.29,38.385,0.404,7.465,8.582,0.506,7.019,0.707,6.869
Seesaw,0.479,0.627,38.435,0.664,8.31,7.29,0.619,8.428,0.39,7.835
Seesaw,0.703,0.936,33.857,0.767,7.682,7.269,0.579,8.266,0.601,6.888
Seesaw,0.809,0.729,32.648,0.605,8.329,7.901,7.231,8.398,0.643,8.778
Seesaw,0.491,1.171,38.612,0.779,7.678,6.509,1.118,9.358,1.047,6.385
Seesaw,0.523,1.731,33.742,0.804,7.457,6.168,0.875,8.297,0.624,8.172
Seesaw,0.659,0.802,37.156,1.162,8.327,8.948,0.792,6.137,6.453,7.653
Seesaw,0.321,1.661,36.344,0.565,6.771,6.604,1.074,6.723,6.676,8.507
Seesaw,0.669,1.894,37.403,0.673,7.896,7.229,0.653,7.476,0.599,8.753
Seesaw,0.592,0.768,38.038,0.398,8.356,6.774,0.593,8.597,0.229,7.782
Seesaw,0.905,0.264,37.62,0.805,8.33,8.394,0.896,6.653,7.364,6.002
Seesaw,0.868,0.482,37.347,0.794,7.4,8.108,0.879,6.431,0.722,6.777
Seesaw,0.785,0.698,35.365,1.07,8.114,7.037,0.516,5.271,1.125,7.429
Seesaw,1.129,0.816,35.449,0.883,7.791,5.935,0.363,9.392,0.286,8.367
Seesaw,0.605,0.437,41.332,0.423,6.862,8.807,0.934,6.691,0.942,8.69
Seesaw,1.026,0.541,38.396,0.634,7.003,8.476,0.341,8.023,0.58,7.209
Seesaw,0.659,0.518,37.869,0.711,8.836,6.404,0.486,8.211,0.465,8.262
Seesaw,0.906,0.93,34.996,0.706,6.713,8.077,0.8,8.337,0.511,8.379
Seesaw,0.85,0.925,36.282,0.998,7.343,7.429,0.549,7.997,0.314,7.526
Seesaw,0.861,0.62,34.317,0.939,8.584,5.542,2.027,7.972,3.553,7.765
Seesaw,0.691,0.817,36.547,0.836,6.36,7.732,0.455,7.617,0.602,7.95
Seesaw,0.696,1.443,36.958,0.817,8.018,8.088,1.032,7.983,0.484,6.533
Seesaw,0.599,0.477,34.171,0.67,8.905,8.308,0.419,6.323,0.366,7.49
Seesaw,0.78,0.684,36.287,0.745,6.279,7.139,0.892,9.03,0.717,7.327
Seesaw,0.807,1.159,34.092,0.669,8.611,8.518,0.608,7.152,0.361,6.326
Seesaw,1.287,0.522,30.908,0.651,8.031,7.093,0.336,8.728,1.068,6.722
Seesaw,0.843,0.42,34.618,0.699,7.384,7.32,1.216,8.668,4.834,7.892
Seesaw,0.415,0.759,38.451,1.11,8.628,6.249,0.942,8.387,6.19,8.59
Seesaw,0.781,1.211,39.188,0.758,5.801,7.828,0.938,8.157,0.343,6.896
Seesaw,0.493,0.474,34.922,1.198,8.424,7.151,0.528,7.57,0.796,6.966
Seesaw,0.337,0.734,36.641,1.571,7.567,8.397,0.766,5.928,0.65,6.039
Seesaw,0.846,0.521,36.519,1.067,7.067,8.804,0.801,8.862,0.753,8.614
Seesaw,0.549,0.685,38.638,1.176,5.852,8.58,0.774,7.801,0.867,8.407
Seesaw,0.784,0.646,34.073,1.682,4.229,8.234,0.708,5.827,0.486,8.137
Seesaw,1.114,2.069,37.658,1.297,8.467,6.52,0.562,8.27,0.754,9.062
Seesaw,0.96,0.92,35.958,1.049,7.14,8.177,0.707,7.17,0.632,8.38
Seesaw,0.624,0.345,40.45,1.657,7.469,7.283,0.826,7.589,0.437,6.891
Seesaw,0.446,0.512,37.059,1.169,8.309,7.222,1.29,7.191,0.436,7.216
Seesaw,0.462,0.588,33.375,1.901,8.541,6.14,0.78,7.799,0.724,7.72
Seesaw,0.968,0.736,33.1,1.616,7.484,7.322,0.331,7.984,0.168,7.789
Seesaw,0.944,0.522,34.302,1.05,8.279,8.236,0.883,8.16,0.628,2.675
Seesaw,0.388,0.724,35.28,0.925,7.611,8.041,0.672,8.062,0.613,6.995
Seesaw,0.876,0.737,36.628,1.016,8.617,7.987,0.52,6.846,1.992,7.238
Seesaw,0.481,0.611,37.87,1.326,7.516,8.028,0.721,6.856,0.701,8.53
Seesaw,0.366,0.75,34.766,0.788,6.912,7.459,0.603,8.047,0.803,7.732
Seesaw,0.55,0.583,36.806,1.17,8.103,8.22,0.7,4.637,0.736,5.909
Seesaw,0.632,0.429,35.199,0.657,7.528,8.811,0.507,6.953,0.372,7.657
Seesaw,0.736,0.69,40.456,1.05,8.575,7.651,0.46,7.92,0.325,7.005
Seesaw,1.34,0.426,33.111,1.111,8.276,7.308,0.846,7.278,0.521,7.504
Seesaw,0.385,1.049,35.768,1.429,7.084,8.805,0.373,8.876,1.188,7.617
Seesaw,0.69,0.948,35.933,0.727,6.254,8.022,0.674,7.759,0.716,6.575
Seesaw,0.55,0.889,40.647,0.651,5.713,7.91,0.785,7.068,0.415,7.993
Seesaw,1.019,0.539,37.528,1.66,7.734,7.438,0.59,8.374,0.695,7.978
Seesaw,0.778,0.606,38.755,0.585,8.911,7.991,1.044,6.31,0.561,7.08
Seesaw,0.798,0.731,38.656,1.016,7.576,6.436,0.516,7.315,0.69,6.625
Seesaw,0.478,0.864,39.174,1.176,7.942,6.956,1.614,5.6,0.635,6.645
Seesaw,0.66,0.917,40.166,1.993,8.111,7.827,0.506,7.554,0.857,7.803
Seesaw,0.35,0.288,37.883,0.613,6.488,8.433,0.949,7.377,0.56,7.665
Seesaw,1.122,0.517,39.017,0.868,6.267,8.705,0.481,7.84,0.302,6.593
Seesaw,1.699,0.313,36.036,1.976,6.994,7.547,0.703,8.468,0.696,5.208
Seesaw,0.25,0.484,39.382,1.208,7.114,7.431,0.45,7.593,0.593,8.937
Seesaw,0.501,0.411,33.828,1.419,7.418,7.535,0.577,8.915,0.539,8.047
Seesaw,0.561,0.588,34.699,0.729,7.1,5.931,0.59,6.569,7.016,8.321
Seesaw,0.893,0.84,35.359,1.168,9.176,7.3,0.638,6.165,7.816,8.173
Seesaw,1.434,1.088,39.916,1.667,7.899,7.816,0.451,7.998,2.623,8.821
Seesaw,0.885,0.709,40.777,0.854,7.85,8.309,0.439,7.753,8.134,7.956
Seesaw,0.537,0.954,38.715,1.025,8.181,8.869,0.416,8.243,8.175,8.181
Seesaw,0.614,1.242,38.879,2.293,8.218,8.095,0.524,7.71,9.337,8.71
Seesaw,0.923,0.9,37.777,1.018,7.657,8.284,0.641,8.754,4.321,6.847
Seesaw,0.744,0.871,42.555,2.179,8.146,8.48,0.683,6.537,8.889,8.378
Seesaw,1.557,0.779,38.143,1.375,7.208,7.218,0.517,6.966,8.426,7.119
Seesaw,0.804,0.681,40.855,0.861,5.195,8.12,0.494,6.007,8.863,9.045
Seesaw,0.794,0.428,37.454,1.48,5.116,8.812,0.657,7.675,8.236,6.879
Seesaw,0.613,1.181,35.748,0.52,8.098,8.167,0.788,7.659,0.357,5.74
Seesaw,0.484,0.759,41.081,0.709,7.395,7.56,0.848,6.561,0.711,7.604
Seesaw,0.892,1.1,36.894,1.055,7.959,7.339,0.699,6.428,5.93,7.19
Seesaw,0.768,0.629,39.264,0.742,6.146,7.984,0.478,7.797,0.544,5.786
Seesaw,0.677,0.912,40.005,1.303,6.203,7.061,0.462,1.912,0.973,7.215
Seesaw,0.236,0.791,39.617,1.1,8.037,8.385,0.311,9.375,0.65,6.786
Seesaw,1.036,0.574,37.989,0.38,7.497,7.273,0.661,8.006,0.999,8.031
Seesaw,0.881,0.724,40.803,1.691,6.993,8.556,0.6,9.135,0.934,7.913
Seesaw,0.724,0.68,46.454,0.793,7.245,6.739,0.569,7.443,0.822,7.217
Seesaw,1.345,0.94,48.232,1.804,7.521,7.588,0.864,8.262,0.522,7.536
Seesaw,0.746,1.199,39.633,0.79,7.582,9.305,0.316,6.747,3.245,7.906
Seesaw,0.59,0.523,40.782,0.847,7.84,6.953,0.961,7.387,0.488,7.972
Seesaw,1.403,0.517,42.271,1.914,8.676,8.094,0.756,8.062,0.464,7.164
Seesaw,0.951,0.718,43.335,1.184,7.889,7.632,1.148,7.412,0.511,8.665
Seesaw,0.456,0.533,40.047,1.132,7.036,8.508,0.305,7.19,0.574,6.402
Seesaw,0.782,0.406,48.082,1.403,7.979,8.556,0.552,7.911,0.445,8.019
Seesaw,1.186,0.242,34.581,2.304,8.621,7.867,0.389,8.559,1.339,6.053
Seesaw,0.733,1.151,36.409,0.81,7.712,8.253,0.583,5.138,0.798,8.916
Seesaw,0.844,1.207,33.805,0.443,7.843,8.544,0.602,5.101,0.583,6.655
Seesaw,1.91,1.05,37.194,0.923,7.958,6.41,0.429,6.524,0.694,7.757
Seesaw,0.164,0.695,36.36,2.419,5.52,7.929,0.572,8.002,6.498,8.297
Seesaw,0.635,1.572,36.973,1.708,6.868,6.657,0.978,8.079,5.379,8.216
Seesaw,0.68,0.906,37.493,0.721,7.763,7.664,0.754,7.497,0.282,7.125
Seesaw,0.497,0.538,36.982,1.03,7.729,8.658,0.844,6.865,5.621,7.789
Seesaw,0.757,0.811,36.841,0.691,8.217,8.315,0.913,8.219,0.962,7.385
Seesaw,1.067,0.457,36.82,1.492,8.404,8.291,0.591,6.888,6.202,8.271
Seesaw,0.883,1.135,32.973,1.739,7.168,6.888,0.593,6.873,5.686,8.345
Seesaw,0.617,0.728,38.546,0.951,7.449,6.648,0.964,8.046,0.689,6.984
Seesaw,0.359,0.507,39.681,0.708,6.067,6.683,0.618,8.178,0.358,7.925
Seesaw,0.552,0.355,39.508,1.986,7.976,6.024,0.676,8.434,0.522,8.482
Seesaw,0.36,1.665,40.101,0.928,7.713,6.613,0.741,8.187,0.56,7.022
Seesaw,0.635,1.112,36.63,0.331,3.77,7.56,0.344,7.599,0.785,7.027
Seesaw,0.615,1.243,41.036,0.67,9.056,6.517,0.776,7.961,0.72,8.384
Seesaw,0.877,0.96,46.459,1.356,7.521,6.803,1.053,7.064,0.53,7.213
Seesaw,0.443,0.879,39.319,0.783,8.155,8.043,0.964,5.721,0.448,7.785
Seesaw,1.118,0.812,43.308,0.446,7.05,5.741,0.865,8.115,0.278,8.083
Seesaw,0.516,0.337,38.815,0.851,8.345,7.69,0.58,8.048,0.594,7.813
Seesaw,1.645,0.819,43.993,1.035,6.515,7.824,0.509,7.872,0.912,6.97
Seesaw,0.386,0.468,38.863,0.679,7.653,8.202,0.57,8.155,0.746,8.191
Seesaw,0.381,0.539,40.33,0.363,7.227,9.11,0.408,8.62,0.378,8.364
Seesaw,0.623,1.175,41.75,0.914,5.611,8.103,0.487,8.572,0.374,8.602
Seesaw,0.715,1.11,37.939,0.66,7.073,8.003,0.739,7.99,0.435,8.192
Seesaw,0.571,0.687,39.552,0.856,7.46,7.592,0.618,8.648,0.24,7.539
Seesaw,0.53,0.424,37.265,0.611,6.927,8.647,1.724,7.892,0.837,7.721
Seesaw,0.484,0.799,33.994,0.829,6.644,7.631,0.468,7.214,0.544,7.489
Seesaw,1.175,0.625,42.509,0.691,6.202,7.971,0.438,8.334,0.453,7.305
Seesaw,0.668,1.101,45.938,0.57,8.573,6.593,0.844,7.667,0.632,8.693
Seesaw,0.465,0.646,42.29,0.996,7.738,7.703,0.566,7.72,0.733,5.891
Seesaw,0.33,0.551,45.421,0.764,8.542,8.903,1.031,7.312,0.652,7.971
Seesaw,0.802,0.727,45.392,0.604,7.941,7.968,0.448,6.07,0.374,7.645
Seesaw,0.189,0.481,44.291,1.192,8.873,8.852,0.631,9.089,0.621,8.589
Seesaw,0.589,0.516,41.211,0.443,7.189,8.537,0.981,7.925,0.85,7.883
Seesaw,0.632,0.558,46.452,1.012,7.474,7.763,0.521,6.775,0.341,7.714
Seesaw,1.203,0.565,39.196,0.572,7.269,5.701,0.909,7.922,0.331,8.349
Seesaw,1.033,0.833,45.966,0.818,7.315,8.735,0.944,7.654,0.436,6.74
Seesaw,1.014,0.582,44.893,0.655,8.147,8.028,1.121,8.862,0.24,7.755
Seesaw,0.942,1.377,46.84,0.938,7.973,6.515,0.482,7.619,0.773,8.668
Seesaw,0.868,0.403,47.42,0.533,6.649,6.87,1.399,8.441,0.54,7.913
Seesaw,1.068,0.333,41.783,0.558,7.07,7.826,5.963,7.406,0.44,8.268
Seesaw,0.655,0.216,36.972,0.447,6.955,8.497,5.843,7.598,0.595,4.934
Seesaw,0.756,1.916,45.356,0.883,8.67,7.126,0.564,5.729,0.594,3.713
Seesaw,0.468,1.32,48.73,0.676,7.222,8.198,0.407,7.154,0.528,6.241
Seesaw,0.838,0.79,45.006,0.518,7.729,7.907,0.436,6.543,0.831,5.482
Seesaw,0.676,1.03,45.544,0.522,7.013,7.744,0.639,7.431,0.921,8.337
Seesaw,1.016,0.736,43.551,0.413,8.349,7.953,0.462,6.841,0.565,5.668
Seesaw,0.704,0.466,40.108,0.435,7.571,5.076,0.601,6.253,6.97,7.979
Seesaw,0.274,1.292,38.225,0.618,8.335,7.041,0.437,6.858,1.378,7.526
Seesaw,0.798,0.58,39.065,0.786,7.977,7.399,0.451,6.991,0.922,7.505
Seesaw,0.513,0.667,46.849,0.61,7.389,7.098,0.82,7.771,7.454,6.778
Seesaw,0.413,0.771,37.844,0.53,7.637,8.732,0.826,6.14,6.376,7.209
Seesaw,1.202,0.524,42.831,2.252,6.164,7.095,0.912,5.969,3.851,6.2
Seesaw,1.201,0.383,39.306,0.856,7.294,7.813,0.855,7.221,7.021,6.122
Seesaw,0.527,0.603,39.132,0.815,5.576,8.302,0.908,8.463,0.599,8.245
Seesaw,0.526,0.645,43.467,0.634,5.938,7.09,8.814,5.201,0.342,7.042
Seesaw,0.504,1.081,32.412,0.456,7.042,8.168,7.786,7.389,0.589,7.577
Seesaw,1.139,1,38.407,0.419,6.709,7.476,0.475,8.003,0.732,5.546
Seesaw,1.303,1.274,37.261,0.409,6.385,7.658,0.628,8.177,3.787,5.492
Seesaw,0.839,0.609,43.89,0.331,8.408,6.64,0.577,7.545,0.565,5.543
Seesaw,1.019,0.775,40.629,0.692,9.065,8.429,0.634,8.035,0.404,5.642
Seesaw,0.747,0.83,43.475,0.265,6.998,8.186,0.583,8.017,1.788,6.566
Seesaw,0.729,1.092,38.005,0.501,7.767,6.041,6.572,7.578,0.644,5.436
Seesaw,0.853,0.404,36.808,0.784,6.227,8.024,0.542,6.712,1.175,7.019
Seesaw,0.494,1.037,38.083,0.803,7.795,8.239,1.14,7.634,0.795,6.555
Seesaw,0.538,0.676,37.413,0.667,7.698,7.239,0.931,7.554,0.309,6.582
Seesaw,0.662,0.454,44.208,0.407,8.844,7.713,0.94,9.187,0.916,6.598
Seesaw,0.659,0.688,44.133,0.244,7.562,7.959,8.295,7.818,0.285,6.079
Seesaw,1.554,2.339,40.557,0.683,8.033,6.407,8.021,8.062,0.57,7.482
Seesaw,0.578,0.824,43.149,0.661,8.285,8.479,0.679,8.54,0.651,5.892
Seesaw,0.806,0.309,42.22,0.737,8.701,7.086,1.492,6.245,0.624,7.091
Seesaw,0.956,0.53,36.21,1.161,8.787,8.767,0.713,7.586,0.411,7.134
Seesaw,0.422,0.226,37.446,0.571,8.33,8.047,0.749,7.029,0.501,7.076
Seesaw,1.116,1.065,39.356,0.705,7.962,7.26,8.075,7.94,1.228,5.598
Seesaw,0.465,0.565,41.331,0.674,6.092,7.949,1.105,8.046,0.91,6.812
Seesaw,0.46,0.596,49.847,0.497,7.962,7.856,0.692,7.602,1.218,6.429
Seesaw,0.724,0.726,48.384,0.517,7.943,8.018,0.463,7.63,6.036,6.131
Seesaw,0.392,1.067,42.365,0.972,7.981,9.072,8.653,6.757,0.898,6.692
Seesaw,0.693,0.624,44.591,0.19,7.335,5.723,0.418,8.79,0.461,6.174
Seesaw,0.346,0.295,42.094,0.682,7.358,6.279,0.718,8.945,0.589,6.792
Seesaw,0.83,0.53,41.874,1.113,6.538,8.438,8.364,5.293,0.839,7.145
Seesaw,0.922,0.304,35.029,0.515,6.44,5.683,0.633,6.348,0.892,7.353
Seesaw,0.503,0.437,36.207,1.065,8.249,8.024,0.709,8,0.572,6.763
Seesaw,0.383,0.768,40.969,0.985,6.68,7.489,0.995,7.536,4.679,7.906
Seesaw,0.329,0.516,39.574,1.515,8.23,5.965,0.485,7.548,1.085,7.53
Seesaw,0.717,0.809,41.971,0.943,7.961,8.919,0.648,8.055,0.585,6.252
Seesaw,0.629,0.334,39.325,0.372,8.423,8.19,0.642,7.611,1.332,5.983
Seesaw,1.019,0.871,38.401,0.348,7.555,5.029,1.077,6.768,1.178,5.296
Seesaw,0.458,1.08,40.956,0.857,8.155,8.692,0.591,7.607,0.281,6.48
