Coordination,r1_c36,r2_c36,r3_c36,r1_a99sb*
V-trigonal-bipyramid,4.174,6.43,4.758,8.371
V-trigonal-bipyramid,5.611,5.639,6.377,6.544
V-trigonal-bipyramid,4.177,5.211,4.578,7.215
V-trigonal-bipyramid,5.182,6.082,4.809,5.962
V-trigonal-bipyramid,4.253,6.829,4.112,8.246
V-trigonal-bipyramid,5.228,8.242,6.569,5.406
V-trigonal-bipyramid,5.632,6.064,4.848,7.534
V-trigonal-bipyramid,4.614,5.723,5.0,6.983
V-trigonal-bipyramid,4.729,6.153,4.654,5.518
V-trigonal-bipyramid,4.895,6.68,5.2,7.831
V-trigonal-bipyramid,6.712,6.141,4.655,5.743
V-trigonal-bipyramid,3.89,4.555,4.816,7.08
V-trigonal-bipyramid,5.288,4.669,8.061,7.058
V-trigonal-bipyramid,5.177,6.896,5.008,7.536
V-trigonal-bipyramid,5.452,5.823,5.811,7.467
V-trigonal-bipyramid,5.177,7.061,6.333,7.576
V-trigonal-bipyramid,6.016,7,4.871,7.826
V-trigonal-bipyramid,4.659,7.335,4.05,5.962
V-trigonal-bipyramid,5.328,6.214,5.95,6.713
V-trigonal-bipyramid,4.044,9.367,4.641,7.451
V-trigonal-bipyramid,6.417,4.271,4.776,6.439
V-trigonal-bipyramid,4.253,6.292,4.221,6.574
V-trigonal-bipyramid,5.272,6.789,5.493,6.954
V-trigonal-bipyramid,6.026,6.264,7.973,6.585
V-trigonal-bipyramid,5.16,5.87,5.419,5.579
V-trigonal-bipyramid,6.281,5.493,5.148,0.319
V-trigonal-bipyramid,7.342,5.795,6.021,0.936
V-trigonal-bipyramid,5.572,5.586,5.225,2.232
V-trigonal-bipyramid,5.454,5.73,3.949,1.863
V-trigonal-bipyramid,5.14,5.832,5.946,1.246
V-trigonal-bipyramid,5.154,10.282,8.18,0.672
V-trigonal-bipyramid,4.36,5.898,5.249,1.684
V-trigonal-bipyramid,7.319,5.24,4.719,1.261
V-trigonal-bipyramid,4.514,5.962,4.654,0.38
V-trigonal-bipyramid,5.461,5.745,3.384,0.517
V-trigonal-bipyramid,5.731,6.794,6.222,1.146
V-trigonal-bipyramid,3.895,6.958,4.929,0.598
V-trigonal-bipyramid,5.13,6.704,5.739,0.561
V-trigonal-bipyramid,7.542,6.095,6.277,1.391
V-trigonal-bipyramid,5.526,6.2,3.752,1.789
V-trigonal-bipyramid,4.388,6.301,5.15,0.947
V-trigonal-bipyramid,6.486,6.123,5.714,0.927
V-trigonal-bipyramid,5.869,5.603,5.477,2.19
V-trigonal-bipyramid,5.686,7.41,5.62,9.158
V-trigonal-bipyramid,4.995,5.568,4.96,7.434
V-trigonal-bipyramid,4.75,5.778,5.509,1.484
V-trigonal-bipyramid,5.46,6.255,6.714,0.944
V-trigonal-bipyramid,6.293,4.892,5.445,1.206
V-trigonal-bipyramid,3.871,5.349,6.089,1.948
V-trigonal-bipyramid,4.161,5.263,3.231,0.985
V-trigonal-bipyramid,6.852,7.459,4.78,1.062
V-trigonal-bipyramid,5.865,7.167,4.823,0.612
V-trigonal-bipyramid,5.102,5.154,6.69,0.97
V-trigonal-bipyramid,5.557,6.529,5.076,0.761
V-trigonal-bipyramid,4.361,6.016,5.725,1.438
V-trigonal-bipyramid,4.292,4.826,6.009,0.395
V-trigonal-bipyramid,7.038,7.302,6.411,1.025
V-trigonal-bipyramid,4.991,6.99,4.77,1.327
V-trigonal-bipyramid,6.195,5.782,5.421,2.059
V-trigonal-bipyramid,4.868,5.855,5.675,0.55
V-trigonal-bipyramid,5.434,5.806,5.285,7.59
V-trigonal-bipyramid,5.402,7.463,5.197,9.808
V-trigonal-bipyramid,4.806,5.441,5.728,1.046
V-trigonal-bipyramid,5.458,5.32,2.94,1.034
V-trigonal-bipyramid,5.736,5.686,4.709,1.995
V-trigonal-bipyramid,5.054,6.134,6.326,1.336
V-trigonal-bipyramid,5.853,4.681,6.186,0.892
V-trigonal-bipyramid,4.536,5.236,5.193,1.369
V-trigonal-bipyramid,4.127,6.166,3.982,0.757
V-trigonal-bipyramid,5.778,5.315,5.593,0.454
V-trigonal-bipyramid,5.618,5.119,5.808,1.229
V-trigonal-bipyramid,4.833,6.255,4.005,0.775
V-trigonal-bipyramid,5.926,7.491,4.827,6.873
V-trigonal-bipyramid,6.144,3.686,6.64,5.897
V-trigonal-bipyramid,4.515,4.134,5.691,0.664
V-trigonal-bipyramid,5.366,8.197,5.353,0.88
V-trigonal-bipyramid,5.679,7.456,3.587,3.013
V-trigonal-bipyramid,5.246,5.804,7.306,5.589
V-trigonal-bipyramid,6.249,5.836,7.289,0.858
V-trigonal-bipyramid,3.201,5.044,4.455,2.784
V-trigonal-bipyramid,5.017,6.976,4.493,0.517
V-trigonal-bipyramid,5.259,5.11,6.487,0.971
V-trigonal-bipyramid,4.985,6.054,9.525,1.162
V-trigonal-bipyramid,4.892,6.687,5.338,7.684
V-trigonal-bipyramid,4.168,5.062,5.736,6.274
V-trigonal-bipyramid,5.481,7.896,5.722,9.932
V-trigonal-bipyramid,5.252,5.419,5.522,5.149
V-trigonal-bipyramid,6.778,6.639,4.724,8.043
V-trigonal-bipyramid,6.225,4.971,6.329,0.625
V-trigonal-bipyramid,7.279,6.502,5.166,6.083
V-trigonal-bipyramid,6.31,7.885,6.351,0.683
V-trigonal-bipyramid,4.563,6.25,6.058,2.712
V-trigonal-bipyramid,4.568,6.697,5.977,0.335
V-trigonal-bipyramid,5.703,7.664,5.677,0.947
V-trigonal-bipyramid,3.924,7.847,5.978,1.068
V-trigonal-bipyramid,4.908,5.018,6.188,2.76
V-trigonal-bipyramid,5.176,9.408,6.032,0.851
V-trigonal-bipyramid,4.513,6.636,3.951,3.24
V-trigonal-bipyramid,6.348,5.646,4.433,1.435
V-trigonal-bipyramid,6.803,7.471,6.068,1.853
V-trigonal-bipyramid,5.219,7.94,5.877,1.518
V-trigonal-bipyramid,4.995,6.222,5.099,1.279
V-trigonal-bipyramid,8.178,6.614,6.664,0.881
V-trigonal-bipyramid,5.879,6.243,5.313,0.675
V-trigonal-bipyramid,5.635,6.19,6.767,1.176
V-trigonal-bipyramid,5.439,5.638,6.33,8.619
V-trigonal-bipyramid,4.254,6.766,3.852,0.604
V-trigonal-bipyramid,4.824,6.897,5.784,0.748
V-trigonal-bipyramid,5.37,7.461,5.636,1.311
V-trigonal-bipyramid,5.614,4.863,6.589,1.877
V-trigonal-bipyramid,7.521,6.546,6.398,0.753
V-trigonal-bipyramid,4.371,6.886,6.864,2.73
V-trigonal-bipyramid,4.286,6.999,6.184,0.892
V-trigonal-bipyramid,6.149,6.549,4.808,7.079
V-trigonal-bipyramid,5.976,6.707,4.61,0.538
V-trigonal-bipyramid,6.825,7.097,4.663,0.99
V-trigonal-bipyramid,5.123,6.734,7.707,0.465
V-trigonal-bipyramid,4.967,4.599,4.891,1.232
V-trigonal-bipyramid,6.906,5.615,4.723,0.662
V-trigonal-bipyramid,5.256,5.947,5.619,1.001
V-trigonal-bipyramid,5.922,5.848,4.671,1.39
V-trigonal-bipyramid,4.071,6.071,5.431,1.149
V-trigonal-bipyramid,4.456,4.43,6.391,1.351
V-trigonal-bipyramid,5.087,8.198,7.178,0.532
V-trigonal-bipyramid,3.616,6.175,4.706,5.95
V-trigonal-bipyramid,4.463,7.561,7.669,1.193
V-trigonal-bipyramid,6.296,6.096,5.388,1.631
V-trigonal-bipyramid,5.754,5.671,5.789,0.535
V-trigonal-bipyramid,5.259,8.902,5.796,0.723
V-trigonal-bipyramid,5.424,6.773,5.149,0.452
V-trigonal-bipyramid,3.983,7.944,6.178,0.839
V-trigonal-bipyramid,5.287,7.907,6.38,2.155
V-trigonal-bipyramid,6.228,5.722,4.379,1.161
V-trigonal-bipyramid,4.006,7.958,4.896,0.681
V-trigonal-bipyramid,4.944,8.9,8.484,1.417
V-trigonal-bipyramid,6.568,6.753,6.104,0.376
V-trigonal-bipyramid,6.055,6.196,6.554,0.819
V-trigonal-bipyramid,5.057,6.65,4.432,1.987
V-trigonal-bipyramid,5.365,7.13,6.169,0.621
V-trigonal-bipyramid,4.899,6.989,6.054,0.892
V-trigonal-bipyramid,5.523,8.02,4.71,1.249
V-trigonal-bipyramid,4.547,6.299,5.681,1.633
V-trigonal-bipyramid,5.037,8.253,6.875,2.47
V-trigonal-bipyramid,5.166,6.745,5.345,2.574
V-trigonal-bipyramid,6.722,8.241,5.351,2.77
V-trigonal-bipyramid,6.134,5.978,5.729,1.823
V-trigonal-bipyramid,6.494,7.106,6.947,2.909
V-trigonal-bipyramid,6.676,6.63,8.696,2.488
V-trigonal-bipyramid,5.432,8.087,4.587,2.361
V-trigonal-bipyramid,6.065,7.244,4.816,2.978
V-trigonal-bipyramid,5.598,7.326,5.16,3.041
V-trigonal-bipyramid,5.476,5.609,5.518,2.779
V-trigonal-bipyramid,5.126,5.316,6.457,2.046
V-trigonal-bipyramid,5.917,6.548,6.765,0.92
V-trigonal-bipyramid,5.116,6.69,5.825,1.594
V-trigonal-bipyramid,4.189,7.001,5.002,2.736
V-trigonal-bipyramid,4.184,6.802,5.784,3.119
V-trigonal-bipyramid,6.902,8.103,4.631,2.031
V-trigonal-bipyramid,6.033,8.181,5.525,2.918
V-trigonal-bipyramid,5.377,5.495,4.544,2.772
V-trigonal-bipyramid,5.374,8.534,4.783,3.187
V-trigonal-bipyramid,4.61,5.388,4.958,1.11
V-trigonal-bipyramid,5.25,6.993,5.519,1.668
V-trigonal-bipyramid,6.976,7.119,5.016,1.556
V-trigonal-bipyramid,7.215,5.708,4.79,3.242
V-trigonal-bipyramid,4.623,6.61,4.831,1.957
V-trigonal-bipyramid,6.515,6.224,4.752,1.73
V-trigonal-bipyramid,5.122,4.878,6.046,2.997
V-trigonal-bipyramid,6.149,9.099,6.737,2.308
V-trigonal-bipyramid,5.264,8.843,4.994,3.27
V-trigonal-bipyramid,6.101,5.996,5.966,0.513
V-trigonal-bipyramid,4.444,7.595,5.931,2.773
V-trigonal-bipyramid,5.654,4.554,5.063,2.35
V-trigonal-bipyramid,5.858,5.42,7.348,1.714
V-trigonal-bipyramid,5.136,5.711,5.274,2.69
V-trigonal-bipyramid,5.111,6.643,5.17,2.236
V-trigonal-bipyramid,5.297,5.379,5.043,1.139
V-trigonal-bipyramid,4.653,6.17,5.138,3.494
V-trigonal-bipyramid,3.85,6.997,5.985,1.656
V-trigonal-bipyramid,4.6,4.821,6.04,2.055
V-trigonal-bipyramid,3.72,5.565,6.774,2.973
V-trigonal-bipyramid,4.169,8.582,6.257,2.644
V-trigonal-bipyramid,4.85,8.793,5.997,2.616
V-trigonal-bipyramid,5.018,8.794,6.089,2.812
V-trigonal-bipyramid,5.084,8.385,5.748,2.654
V-trigonal-bipyramid,5.531,7.081,5.036,2.127
V-trigonal-bipyramid,6.295,5.982,4.804,3.011
V-trigonal-bipyramid,4.853,8.107,5.848,3.686
V-trigonal-bipyramid,4.272,8.345,6.256,3.23
V-trigonal-bipyramid,7.207,8.911,6.182,2.696
V-trigonal-bipyramid,5.291,7.675,5.147,2.657
V-trigonal-bipyramid,4.839,6.914,5.891,2.293
V-trigonal-bipyramid,4.354,8.321,4.921,2.879
V-trigonal-bipyramid,4.166,11.452,4.567,1.657
V-trigonal-bipyramid,6.315,9.852,6.764,2.879
V-trigonal-bipyramid,5.61,5.404,3.431,2.264
V-trigonal-bipyramid,4.109,6.384,5.182,3.253
V-trigonal-bipyramid,5.934,5.011,5.95,1.826
V-trigonal-bipyramid,5.709,6.384,5.713,3.079
V-trigonal-bipyramid,4.397,6.32,6.986,2.533
V-trigonal-bipyramid,5.705,5.338,6.313,1.688
V-trigonal-bipyramid,5.679,5.706,5.907,1.682
V-trigonal-bipyramid,4.486,6.155,5.007,2.883
V-trigonal-bipyramid,5.704,5.987,4.97,1.774
V-trigonal-bipyramid,6.417,7.27,5.838,1.281
V-trigonal-bipyramid,4.156,8.069,5.195,2.372
V-trigonal-bipyramid,5.33,5.33,4.282,2.44
V-trigonal-bipyramid,5.202,6.102,5.556,1.572
V-trigonal-bipyramid,5.967,7.842,5.791,2.513
V-trigonal-bipyramid,4.614,5.644,6.576,2.132
V-trigonal-bipyramid,6.091,7.211,3.318,2.092
V-trigonal-bipyramid,4.818,5.317,5.067,2.366
V-trigonal-bipyramid,6.703,8.295,5.609,0.362
V-trigonal-bipyramid,4.799,6.522,4.997,2.319
V-trigonal-bipyramid,6.607,5.406,5.719,2.339
V-trigonal-bipyramid,6.463,6.664,5.581,1.678
V-trigonal-bipyramid,4.696,6.041,5.146,2.654
V-trigonal-bipyramid,5.12,5.462,5.11,2.548
V-trigonal-bipyramid,6.142,5.197,4.471,2.266
V-trigonal-bipyramid,6.648,6.434,4.808,1.694
V-trigonal-bipyramid,5.247,8.148,6.613,2.147
V-trigonal-bipyramid,4.66,6.936,6.028,1.348
V-trigonal-bipyramid,4.968,6.931,5.59,2.771
V-trigonal-bipyramid,6.358,6.607,4.901,2.732
V-trigonal-bipyramid,3.764,5.748,4.962,0.942
V-trigonal-bipyramid,4.318,6.883,5.879,2.713
V-trigonal-bipyramid,5.018,5.284,5.008,0.741
V-trigonal-bipyramid,4.95,5.84,5.84,1.377
V-trigonal-bipyramid,5.538,6.83,5.546,3.101
V-trigonal-bipyramid,5.575,6.488,6.408,2.693
V-trigonal-bipyramid,3.272,4.806,3.276,2.961
V-trigonal-bipyramid,4.266,4.389,5.813,1.058
V-trigonal-bipyramid,4.378,5.165,5.968,1.919
V-trigonal-bipyramid,4.915,8.122,5.067,3.304
V-trigonal-bipyramid,5.328,3.949,6.236,3.404
V-trigonal-bipyramid,4.96,5.594,5.771,2.167
V-trigonal-bipyramid,4.959,6.875,4.646,3.182
V-trigonal-bipyramid,5.305,6.098,5.036,2.093
V-trigonal-bipyramid,4.237,6.4,4.341,2.659
V-trigonal-bipyramid,5.145,6.938,6.627,3.093
V-trigonal-bipyramid,4.834,5.47,7.438,2.232
V-trigonal-bipyramid,5.281,4.948,4.962,1.945
V-trigonal-bipyramid,4.488,5.111,5.866,2.715
V-trigonal-bipyramid,3.64,5.478,6.185,2.77
V-trigonal-bipyramid,5.266,4.88,5.424,3.68
V-trigonal-bipyramid,3.796,6.762,5.297,3.459
V-trigonal-bipyramid,5.558,5.207,5.654,2.742
V-trigonal-bipyramid,4.747,4.191,4.388,2.084
V-trigonal-bipyramid,4.5,5.474,4.337,2.469
V-trigonal-bipyramid,6.036,5.071,5.206,3.565
V-trigonal-bipyramid,4.682,7.792,4.888,2.199
V-trigonal-bipyramid,4.451,7.919,5.013,2.72
V-trigonal-bipyramid,6.72,6.443,5.414,2.876
V-trigonal-bipyramid,4.779,5.157,6.495,1.182
V-trigonal-bipyramid,4.29,5.238,5.501,3.257
V-trigonal-bipyramid,4.199,6.919,4.353,1.189
V-trigonal-bipyramid,4.273,3.623,4.589,0.808
V-trigonal-bipyramid,5.248,4.151,5.773,2.052
V-trigonal-bipyramid,7.16,6.107,4.648,2.082
V-trigonal-bipyramid,3.762,5.408,5.637,2.873
V-trigonal-bipyramid,6.425,5.044,4.776,2.266
V-trigonal-bipyramid,5.28,6,6.719,2.583
V-trigonal-bipyramid,7.304,6.138,6.201,3.012
V-trigonal-bipyramid,5.311,6.536,5.467,3.235
V-trigonal-bipyramid,4.387,5.532,3.361,3.766
V-trigonal-bipyramid,3.844,7.985,4.78,2.566
V-trigonal-bipyramid,5.747,5.654,4.518,3.019
V-trigonal-bipyramid,6.064,6.718,6.074,2.184
V-trigonal-bipyramid,4.622,6.154,4.51,1.84
V-trigonal-bipyramid,6.1,6.688,3.593,3.342
V-trigonal-bipyramid,5.018,6.599,7.075,2.86
V-trigonal-bipyramid,5.862,4.671,7.031,2.02
V-trigonal-bipyramid,5.775,4.683,6.686,2.321
V-trigonal-bipyramid,4.714,5.482,4.974,2.199
V-trigonal-bipyramid,5.623,5.449,6.62,2.198
V-trigonal-bipyramid,7.213,5.705,8.693,2.5
V-trigonal-bipyramid,5.131,5.852,4.316,2.215
V-trigonal-bipyramid,5.646,5.043,5.228,1.954
V-trigonal-bipyramid,3.735,6.125,5.321,1.504
V-trigonal-bipyramid,5.929,5.153,6.558,2.814
V-trigonal-bipyramid,4.626,7.906,5.672,3.217
V-trigonal-bipyramid,7.075,4.764,8.705,2.956
V-trigonal-bipyramid,5.031,5.478,6.768,2.162
V-trigonal-bipyramid,5.815,6.776,5.405,1.774
V-trigonal-bipyramid,5.892,7.394,5.569,3.158
V-trigonal-bipyramid,5.039,5.559,5.716,2.763
V-trigonal-bipyramid,4.579,6.923,4.373,3.121
V-trigonal-bipyramid,5.265,6.095,6.496,2.569
V-trigonal-bipyramid,5.302,4.829,7.595,2.941
V-trigonal-bipyramid,5.035,5.451,5.817,2.771
V-trigonal-bipyramid,4.762,5.614,3.728,2.642
V-trigonal-bipyramid,6.432,6.049,4.377,2.438
V-trigonal-bipyramid,4.575,6.451,6.836,2.965
V-trigonal-bipyramid,6.566,6.037,5.29,1.446
V-trigonal-bipyramid,6.724,7.434,5.732,2.157
V-trigonal-bipyramid,5.668,4.888,6.363,3.167
V-trigonal-bipyramid,4.462,6.997,5.212,2.461
V-trigonal-bipyramid,6.041,6.355,6.603,2.189
V-trigonal-bipyramid,6.938,6.729,5.333,3.775
V-trigonal-bipyramid,5.665,5.804,5.061,2.525
V-trigonal-bipyramid,4.401,6.025,6.727,2.744
V-trigonal-bipyramid,5.15,5.97,6.228,2.62
V-trigonal-bipyramid,6.132,4.736,5.96,1.959
V-trigonal-bipyramid,5.744,6.163,5.072,3.043
V-trigonal-bipyramid,4.703,5.772,5.747,2.897
V-trigonal-bipyramid,5.222,6.28,6.793,3.087
V-trigonal-bipyramid,5.308,5.932,5.751,3.022
V-trigonal-bipyramid,4.468,5.43,7.81,2.141
V-trigonal-bipyramid,4.792,4.99,5.45,2.564
V-trigonal-bipyramid,7.439,4.65,6.438,3.327
V-trigonal-bipyramid,3.49,4.773,5.731,3.419
V-trigonal-bipyramid,5.209,4.738,7.287,3.196
V-trigonal-bipyramid,5.156,5.987,6.645,2.687
V-trigonal-bipyramid,3.67,4.321,7.022,0.916
V-trigonal-bipyramid,4.224,5.223,5.392,1.989
V-trigonal-bipyramid,5.095,6.008,7.809,3.139
V-trigonal-bipyramid,5.952,5.459,5.179,1.865
V-trigonal-bipyramid,6.125,6.336,4.865,2.285
V-trigonal-bipyramid,6.173,6.796,7.905,2.923
V-trigonal-bipyramid,5.794,4.68,6.659,2.339
V-trigonal-bipyramid,5.402,6.157,4.033,2.723
V-trigonal-bipyramid,6.191,5.034,5.564,3.486
V-trigonal-bipyramid,6.487,5.705,8.31,2.677
V-trigonal-bipyramid,6.242,6.526,4.989,1.269
V-trigonal-bipyramid,4.702,7.707,5.996,2.84
V-trigonal-bipyramid,4.494,5.445,4.749,2.142
V-trigonal-bipyramid,4.687,5.923,6.993,2.622
V-trigonal-bipyramid,4.025,7.074,5.881,1.271
V-trigonal-bipyramid,6.891,6.951,7.219,2.47
V-trigonal-bipyramid,5.719,5.932,5.405,1.805
V-trigonal-bipyramid,6.564,5.806,7.196,2.936
V-trigonal-bipyramid,6.126,6.86,5.586,3.221
V-trigonal-bipyramid,4.995,5.648,6.522,2.318
V-trigonal-bipyramid,3.724,5.382,7.012,3.494
V-trigonal-bipyramid,6.169,7.763,5.578,3.142
V-trigonal-bipyramid,4.671,5.744,6.648,2.88
V-trigonal-bipyramid,4.716,3.964,6.412,2.599
V-trigonal-bipyramid,6.436,5.122,5.79,3.113
V-trigonal-bipyramid,5.61,4.619,5.04,2.759
V-trigonal-bipyramid,6.487,5.694,5.376,2.567
V-trigonal-bipyramid,6.15,5.171,6.114,2.512
V-trigonal-bipyramid,5.877,4.981,6.523,3.5
V-trigonal-bipyramid,6.936,4.601,6.282,2.059
V-trigonal-bipyramid,5.03,5.986,4.453,3.093
V-trigonal-bipyramid,5.43,6.167,3.897,1.637
V-trigonal-bipyramid,4.151,6.353,6.316,2.489
V-trigonal-bipyramid,6.342,4.955,6.016,1.43
V-trigonal-bipyramid,6.024,6.262,5.077,2.862
V-trigonal-bipyramid,5.727,5.14,5.296,3.188
V-trigonal-bipyramid,8.817,5.39,6.281,2.06
V-trigonal-bipyramid,5.782,5.809,7.358,2.904
V-trigonal-bipyramid,5.573,4.035,4.585,2.333
V-trigonal-bipyramid,5.008,4.975,6.963,1.186
V-trigonal-bipyramid,4.27,5.231,5.148,1.55
V-trigonal-bipyramid,5.097,5.094,5.95,3.159
V-trigonal-bipyramid,5.16,6.378,5.188,3.574
V-trigonal-bipyramid,5.26,6.108,4.493,1.169
V-trigonal-bipyramid,5.079,5.634,5.448,3.141
V-trigonal-bipyramid,6.71,5.813,6.365,2.202
V-trigonal-bipyramid,6.846,6.373,5.866,2.772
V-trigonal-bipyramid,6.18,5.539,5.34,3.002
V-trigonal-bipyramid,8.058,5.218,5.184,3.29
V-trigonal-bipyramid,4.284,5.371,4.451,2.981
V-trigonal-bipyramid,5.065,6.468,6.159,2.874
V-trigonal-bipyramid,6.056,6.892,4.97,2.867
V-trigonal-bipyramid,5.692,5.842,7.447,0.573
V-trigonal-bipyramid,5.443,5.463,4.074,0.707
V-trigonal-bipyramid,7.379,5.631,7.482,0.934
V-trigonal-bipyramid,6.064,6.312,7.969,2.388
V-trigonal-bipyramid,5.3,5.053,6.194,2.475
V-trigonal-bipyramid,5.517,6.116,4.57,2.203
V-trigonal-bipyramid,5.316,6.49,5.718,2.776
V-trigonal-bipyramid,6.431,5.354,5.834,2.573
V-trigonal-bipyramid,5.38,4.987,4.536,2.567
V-trigonal-bipyramid,4.08,4.361,6.131,2.17
V-trigonal-bipyramid,5.37,7.087,7.257,1.105
V-trigonal-bipyramid,4.31,6.328,8.119,1.218
V-trigonal-bipyramid,5.468,4.728,5.725,1.319
V-trigonal-bipyramid,7.548,5.884,6.6,2.72
V-trigonal-bipyramid,6.139,5.877,5.599,3.149
V-trigonal-bipyramid,5.808,5.934,5.651,3.152
V-trigonal-bipyramid,5.8,6.182,4.992,2.34
V-trigonal-bipyramid,6.19,5.353,5.329,3.304
V-trigonal-bipyramid,6.701,6.029,3.802,2.492
V-trigonal-bipyramid,5.982,5.213,6.756,2.935
V-trigonal-bipyramid,7.625,5.245,4.306,2.441
V-trigonal-bipyramid,6.479,7.765,4.426,0.772
V-trigonal-bipyramid,5.096,5.731,5.299,9.526
V-trigonal-bipyramid,5.927,4.335,6.504,0.342
V-trigonal-bipyramid,6.042,4.531,6.412,0.498
V-trigonal-bipyramid,4.808,6.758,5.953,1.435
V-trigonal-bipyramid,4.892,5.724,7.813,0.443
V-trigonal-bipyramid,4.544,4.812,5.338,0.698
V-trigonal-bipyramid,7.063,4.511,5.499,0.534
V-trigonal-bipyramid,3.953,4.215,6.365,0.332
V-trigonal-bipyramid,4.243,4.25,4.922,1.548
V-trigonal-bipyramid,4.737,6.941,3.709,1.547
V-trigonal-bipyramid,5.111,5.411,6.172,1.134
V-trigonal-bipyramid,5.887,4.531,4.204,0.746
V-trigonal-bipyramid,5.957,7.088,7.228,1.29
V-trigonal-bipyramid,7,5.252,5.342,0.717
V-trigonal-bipyramid,5.528,5.84,5.404,0.868
V-trigonal-bipyramid,4.48,5.044,4.777,0.954
V-trigonal-bipyramid,6.168,4.463,6.649,0.972
V-trigonal-bipyramid,7.688,6.062,9.147,0.855
V-trigonal-bipyramid,5.325,5.194,6.806,1.729
V-trigonal-bipyramid,5.963,7.736,5.916,0.577
V-trigonal-bipyramid,4.945,7.734,6.198,1.059
V-trigonal-bipyramid,6.106,5.547,5.956,1.371
V-trigonal-bipyramid,4.255,6.32,6.343,0.505
V-trigonal-bipyramid,4.405,4.563,5.64,0.552
V-trigonal-bipyramid,5.851,6.241,5.258,3.425
V-trigonal-bipyramid,5.625,5.814,3.311,6.793
V-trigonal-bipyramid,5.391,9,6.079,8.797
V-trigonal-bipyramid,4.786,7.472,5.889,6.646
V-trigonal-bipyramid,5.249,5.322,5.862,6.134
V-trigonal-bipyramid,6.354,6.697,6.417,1.3
V-trigonal-bipyramid,4.432,3.489,7.345,2.501
V-trigonal-bipyramid,4.19,4.378,8.822,3.036
V-trigonal-bipyramid,4.564,7.159,5.272,2.944
V-trigonal-bipyramid,5.236,4.851,4.236,4.262
V-trigonal-bipyramid,6.036,4.893,5.913,2.765
V-trigonal-bipyramid,4.341,5.133,5.455,2.731
V-trigonal-bipyramid,5.014,4.946,5.64,3.263
V-trigonal-bipyramid,5.506,4.491,5.507,2.871
V-trigonal-bipyramid,5.066,6.148,5.816,1.931
V-trigonal-bipyramid,6.514,5.929,4.564,2.173
V-trigonal-bipyramid,6.49,6.527,5.675,1.804
V-trigonal-bipyramid,5.604,4.93,5.559,4.296
V-trigonal-bipyramid,4.028,8.674,6.826,1.883
V-trigonal-bipyramid,5.333,5.335,6.349,1.4
V-trigonal-bipyramid,7.483,5.981,6.777,1.608
V-trigonal-bipyramid,5.486,7.912,4.881,6.701
V-trigonal-bipyramid,5.349,5.526,3.385,0.656
V-trigonal-bipyramid,4.856,5.547,5.776,1.287
V-trigonal-bipyramid,3.578,5.696,6.308,1.082
V-trigonal-bipyramid,6.919,5.011,4.819,0.926
V-trigonal-bipyramid,5.415,5.978,7.645,1.946
V-trigonal-bipyramid,5.97,4.437,5.605,0.301
V-trigonal-bipyramid,6.305,3.97,4.613,1.174
V-trigonal-bipyramid,4.228,4.896,5.376,0.77
V-trigonal-bipyramid,4.661,4.802,4.323,0.51
V-trigonal-bipyramid,5.12,5.496,7.263,0.193
V-trigonal-bipyramid,5.028,6.241,6.86,0.537
V-trigonal-bipyramid,5.285,5.68,6.139,0.476
V-trigonal-bipyramid,6.428,5.025,5.599,0.566
V-trigonal-bipyramid,6.54,5.492,9.274,0.635
V-trigonal-bipyramid,5.025,5.58,6.985,0.421
V-trigonal-bipyramid,6.663,3.791,4.354,0.616
V-trigonal-bipyramid,4.777,3.128,7.088,0.635
V-trigonal-bipyramid,5.526,5.719,5.704,0.725
V-trigonal-bipyramid,5.181,4.311,6.188,1.121
V-trigonal-bipyramid,5.029,5.764,6.232,1.06
V-trigonal-bipyramid,4.726,5.014,6.962,1.7
V-trigonal-bipyramid,5.263,5.129,6.342,0.447
V-trigonal-bipyramid,3.867,5.855,5.917,1.0
V-trigonal-bipyramid,5.034,5.704,5.052,0.934
V-trigonal-bipyramid,3.741,6.007,5.806,0.768
V-trigonal-bipyramid,3.907,4.698,5.85,0.944
V-trigonal-bipyramid,5.333,4.116,5.948,0.557
V-trigonal-bipyramid,4.435,6.084,6.271,0.413
V-trigonal-bipyramid,4.071,7.174,4.539,0.722
V-trigonal-bipyramid,5.347,4.787,6.59,6.601
V-trigonal-bipyramid,4.972,4.908,4.585,0.694
V-trigonal-bipyramid,5.029,4.294,6.662,0.764
V-trigonal-bipyramid,6.817,5.319,3.366,0.862
V-trigonal-bipyramid,4.683,5.418,5.904,0.405
V-trigonal-bipyramid,4.781,5.008,6.193,1.316
V-trigonal-bipyramid,6.496,4.291,5.7,0.932
V-trigonal-bipyramid,7.235,4.475,5.34,1.119
V-trigonal-bipyramid,6.319,8.252,6.011,1.75
V-trigonal-bipyramid,5.074,6.534,6.057,1.127
V-trigonal-bipyramid,6.534,5.825,6.835,1.697
V-trigonal-bipyramid,6.579,4.995,4.606,0.829
V-trigonal-bipyramid,6.216,5.453,6.41,0.737
V-trigonal-bipyramid,5.189,5.043,4.755,0.984
V-trigonal-bipyramid,4.989,5.892,5.334,0.456
V-trigonal-bipyramid,5.277,7.359,6.335,0.558
V-trigonal-bipyramid,4.838,5.635,5.161,1.027
V-trigonal-bipyramid,4.939,5.73,6.759,0.416
V-trigonal-bipyramid,4.83,5.94,5.273,0.429
