Coordination,r1_c36,r2_c36,r3_c36,r1_aa99sb*
Seesaw,0.589,0.448,0.966,6.534
Seesaw,0.44,0.349,0.917,6.867
Seesaw,0.425,0.532,0.582,7.2
Seesaw,0.858,0.69,0.412,8.062
Seesaw,0.507,0.631,0.586,8.773
Seesaw,0.958,0.919,1.148,6.803
Seesaw,0.297,0.741,0.914,6.944
Seesaw,0.746,0.381,1.087,8.736
Seesaw,1.134,0.471,0.617,7.768
Seesaw,0.274,0.732,0.667,7.666
Seesaw,0.401,1.718,0.643,7.217
Seesaw,0.199,0.859,0.684,8.32
Seesaw,0.992,1.033,0.243,9.309
Seesaw,0.52,0.485,0.656,7.904
Seesaw,0.632,0.542,0.492,7.211
Seesaw,0.7,1.525,0.504,8.134
Seesaw,0.416,0.801,0.718,8.613
Seesaw,0.792,0.731,1.238,8.319
Seesaw,0.871,1.085,0.66,8.327
Seesaw,0.676,1.03,0.887,8.518
Seesaw,0.872,0.83,1.283,8.757
Seesaw,1.153,0.825,1.188,5.897
Seesaw,0.806,0.29,0.94,7.26
Seesaw,0.557,1.149,0.549,6.95
Seesaw,0.732,0.424,1.346,8.474
Seesaw,1.17,0.525,0.353,7.603
Seesaw,0.494,0.975,0.627,7.856
Seesaw,0.7,0.387,0.327,6.682
Seesaw,0.783,0.612,0.599,8.704
Seesaw,0.493,1.373,0.415,8.151
Seesaw,0.46,0.387,0.619,7.957
Seesaw,0.67,0.507,0.414,8.058
Seesaw,0.349,0.367,0.47,7.651
Seesaw,0.663,0.443,0.503,9.423
Seesaw,0.39,0.825,0.79,7.479
Seesaw,0.485,0.713,0.265,7.651
Seesaw,0.769,0.612,0.691,8.439
Seesaw,0.615,0.326,0.929,6.43
Seesaw,0.567,1.418,0.478,8.601
Seesaw,1.1,0.704,0.692,8.495
Seesaw,1.442,0.638,0.42,7.746
Seesaw,0.898,0.386,0.451,7.442
Seesaw,0.633,1.138,0.658,6.252
Seesaw,0.798,0.581,1.032,6.975
Seesaw,1.51,0.992,0.952,8.184
Seesaw,0.745,0.626,1.465,6.592
Seesaw,0.816,0.449,1.246,6.789
Seesaw,0.313,1.022,0.701,7.022
Seesaw,1.007,1.341,1.011,6.834
Seesaw,0.438,1.749,0.831,7.902
Seesaw,0.79,1.406,0.579,6.979
Seesaw,0.684,0.731,0.564,7.483
Seesaw,1.084,1.211,0.566,8.547
Seesaw,1.229,1.051,0.792,7.55
Seesaw,0.407,1.141,0.618,7.482
Seesaw,0.801,1.138,0.59,6.872
Seesaw,0.645,0.944,1.303,7.815
Seesaw,0.443,0.833,0.576,6.514
Seesaw,0.984,0.858,0.423,8.512
Seesaw,0.287,1.014,0.752,7.347
Seesaw,0.607,0.663,0.868,6.05
Seesaw,1.009,0.891,0.427,7.429
Seesaw,0.542,0.37,0.65,7.879
Seesaw,1.027,0.685,1.002,6.444
Seesaw,0.906,0.732,0.384,7.906
Seesaw,0.932,1.181,0.661,8.497
Seesaw,0.405,0.549,0.473,7.387
Seesaw,1.04,0.777,0.609,8.161
Seesaw,0.692,0.889,0.564,8.047
Seesaw,0.881,0.884,0.407,8.035
Seesaw,0.565,0.912,0.825,6.998
Seesaw,0.563,0.856,0.821,7.775
Seesaw,1.248,1.148,0.722,8.363
Seesaw,0.785,0.375,0.709,6.881
Seesaw,0.418,0.553,0.712,7.519
Seesaw,1.67,1.467,0.713,6.824
Seesaw,0.68,0.842,0.479,9.009
Seesaw,0.659,1.002,0.936,8.935
Seesaw,0.617,0.711,0.443,8.381
Seesaw,0.624,1.079,0.948,6.509
Seesaw,1.34,0.871,1.384,7.338
Seesaw,0.666,0.57,0.904,6.547
Seesaw,0.838,1.391,0.81,5.843
Seesaw,0.785,0.669,0.678,6.25
Seesaw,0.581,1.143,0.489,7.779
Seesaw,0.351,0.587,0.765,7.754
Seesaw,0.611,0.513,0.295,8.807
Seesaw,0.261,0.934,1.209,7.53
Seesaw,0.641,0.984,1.122,8.358
Seesaw,0.342,0.523,0.736,6.102
Seesaw,1.259,0.841,0.654,7.148
Seesaw,0.681,0.785,0.512,8.387
Seesaw,0.504,1.043,0.601,8.21
Seesaw,0.777,1.061,1.007,7.539
Seesaw,0.739,0.76,0.918,7.479
Seesaw,0.968,0.357,0.65,7.499
Seesaw,1.033,1.281,0.973,7.302
Seesaw,0.695,0.415,1.049,8.201
Seesaw,0.782,0.382,1.282,8.967
Seesaw,1.131,0.709,1.531,8.319
Seesaw,0.753,1.054,1.313,7.936
Seesaw,0.726,0.722,0.542,7.215
Seesaw,0.937,1.123,1.01,7.016
Seesaw,0.538,1.142,1.116,8.519
Seesaw,0.987,0.511,0.575,6.224
Seesaw,0.943,0.976,0.601,8.027
Seesaw,0.381,0.734,0.802,7.518
Seesaw,0.665,0.41,0.681,5.171
Seesaw,0.61,1.023,0.519,6.496
Seesaw,0.352,0.393,0.344,8.78
Seesaw,0.548,0.616,0.784,6.521
Seesaw,0.521,0.535,0.713,8.105
Seesaw,1.08,0.687,0.362,7.765
Seesaw,0.549,0.69,0.495,8.684
Seesaw,0.567,0.392,1.243,8.004
Seesaw,0.785,0.763,0.347,8.308
Seesaw,0.67,0.807,0.645,7.904
Seesaw,0.502,0.434,0.293,7.67
Seesaw,0.566,1.163,0.767,6.515
Seesaw,0.485,0.84,0.342,5.492
Seesaw,0.883,0.734,0.642,8.038
Seesaw,0.511,0.774,0.54,6.93
Seesaw,0.383,1.835,0.543,8.243
Seesaw,0.518,0.756,0.538,7.56
Seesaw,0.972,0.937,0.848,8.733
Seesaw,0.8,2.348,1.112,8.471
Seesaw,0.563,1.068,0.69,8.002
Seesaw,0.867,0.502,0.528,8.584
Seesaw,0.49,0.732,0.569,7.726
Seesaw,0.757,1.078,0.469,7.945
Seesaw,0.516,0.551,0.659,8.439
Seesaw,1.167,0.502,0.583,5.946
Seesaw,0.496,0.683,1.405,7.63
Seesaw,0.841,0.598,0.416,7.452
Seesaw,0.449,0.65,0.238,8.676
Seesaw,0.981,0.612,0.914,8.847
Seesaw,0.524,0.785,0.511,7.798
Seesaw,0.689,0.685,0.695,7.415
Seesaw,0.851,1.559,0.399,8.032
Seesaw,1.131,1.584,0.525,8.254
Seesaw,0.87,1.061,0.941,9.151
Seesaw,0.892,0.41,0.68,7.112
Seesaw,0.891,0.77,0.584,9.144
Seesaw,0.51,0.603,0.598,7.393
Seesaw,0.657,0.345,0.326,7.101
Seesaw,0.694,0.362,0.761,8.814
Seesaw,0.588,0.74,0.591,9.006
Seesaw,0.451,1.093,1.054,7.734
Seesaw,0.536,0.566,0.661,6.051
Seesaw,0.912,1.681,0.539,8.535
Seesaw,1.145,0.863,0.592,6.917
Seesaw,1.112,1.106,1.189,6.445
Seesaw,0.339,0.407,0.703,8.179
Seesaw,0.872,0.615,0.802,5.879
Seesaw,0.529,0.596,0.664,7.513
Seesaw,0.697,0.478,0.256,7.994
Seesaw,0.477,0.65,0.331,7.797
Seesaw,0.461,0.379,0.798,8.759
Seesaw,0.788,0.365,0.598,8.482
Seesaw,0.419,0.529,0.605,8.266
Seesaw,0.531,1.039,0.251,7.234
Seesaw,0.596,0.587,0.679,7.398
Seesaw,0.595,0.623,1.391,8.193
Seesaw,0.461,0.577,0.792,7.785
Seesaw,0.741,0.722,0.527,5.136
Seesaw,0.799,0.559,0.318,7.884
Seesaw,0.945,0.503,0.789,8.718
Seesaw,1.016,0.677,0.322,7.935
Seesaw,0.548,0.88,0.526,7.76
Seesaw,1.189,1.065,0.864,7.564
Seesaw,0.676,1.016,0.677,7.635
Seesaw,0.84,0.56,1.016,7.63
Seesaw,0.694,1.134,0.867,8.406
Seesaw,0.52,0.371,1.061,8.177
Seesaw,0.682,0.784,0.919,6.893
Seesaw,0.776,0.468,0.48,8.001
Seesaw,0.715,0.829,0.355,9.012
Seesaw,0.509,0.793,1.342,7.389
Seesaw,0.766,1.141,1.135,8.947
Seesaw,1.189,0.411,0.328,8.603
Seesaw,0.52,0.587,0.957,8.319
Seesaw,0.813,0.273,0.636,7.841
Seesaw,0.473,0.525,0.617,6.659
Seesaw,0.727,0.787,0.6,7.002
Seesaw,0.694,0.698,0.766,7.549
Seesaw,0.667,0.678,1.299,5.503
Seesaw,0.469,0.86,0.602,8.085
Seesaw,0.571,0.641,0.637,5.355
Seesaw,0.626,0.583,0.636,6.541
Seesaw,0.763,0.745,0.754,7.714
Seesaw,0.81,0.502,1.034,8.021
Seesaw,0.627,0.437,0.547,7.365
Seesaw,1.064,0.571,0.784,8.369
Seesaw,0.434,0.642,0.513,5.787
Seesaw,0.584,0.658,0.796,7.047
Seesaw,1.449,0.638,0.587,6.454
Seesaw,0.767,0.705,0.537,8.381
Seesaw,0.692,0.553,0.881,7.042
Seesaw,1.437,0.56,0.771,8.945
Seesaw,0.644,0.562,0.723,7.863
Seesaw,0.618,0.585,0.979,7.982
Seesaw,1.093,0.469,0.686,8.066
Seesaw,0.759,0.732,0.601,6.371
Seesaw,1.282,0.637,0.781,7.523
Seesaw,0.7,0.783,0.485,7.502
Seesaw,0.603,0.521,0.404,7.27
Seesaw,0.995,0.76,0.666,7.307
Seesaw,0.683,0.876,0.686,8.164
Seesaw,0.758,0.406,0.616,7.954
Seesaw,1.022,0.497,0.585,7.983
Seesaw,0.724,0.547,1.079,7.88
Seesaw,0.802,1.774,0.955,8.439
Seesaw,0.462,0.338,0.766,5.959
Seesaw,0.972,0.435,0.58,7.193
Seesaw,1.199,0.607,0.613,6.561
Seesaw,0.438,0.649,0.92,8.678
Seesaw,1.328,1.068,0.847,5.788
Seesaw,0.693,0.726,0.278,8.027
Seesaw,0.632,0.757,0.497,5.638
Seesaw,0.593,0.969,0.559,8.365
Seesaw,0.445,0.782,0.311,8.39
Seesaw,0.763,0.356,0.953,8.178
Seesaw,0.88,1.009,0.582,8.601
Seesaw,0.605,0.828,0.439,7.278
Seesaw,0.403,0.696,1.164,7.713
Seesaw,1.271,0.584,0.913,8.325
Seesaw,0.383,0.762,1.245,8.378
Seesaw,0.455,0.323,0.814,5.581
Seesaw,0.58,0.337,0.735,8.855
Seesaw,0.7,1.004,1.031,7.521
Seesaw,0.851,0.476,1.336,7.947
Seesaw,0.359,1.892,0.468,5.185
Seesaw,0.305,0.519,0.63,8.02
Seesaw,0.65,1.128,0.68,6.767
Seesaw,0.812,1.123,1.308,7.344
Seesaw,0.498,0.84,1.41,6.241
Seesaw,1.044,1.398,0.78,8.864
Seesaw,0.601,0.524,0.338,7.194
Seesaw,0.418,0.901,1.323,8.884
Seesaw,0.986,0.977,0.903,5.748
Seesaw,1.091,0.888,0.714,8.568
Seesaw,0.768,0.461,0.809,8.801
Seesaw,0.679,1.254,0.404,7.155
Seesaw,0.598,0.549,1.192,6.733
Seesaw,0.759,0.649,0.477,7.104
Seesaw,1.395,0.637,1.263,6.099
Seesaw,0.74,1.412,0.593,7.349
Seesaw,0.588,0.621,0.637,7.228
Seesaw,0.345,0.721,0.664,8.273
Seesaw,0.601,0.892,0.66,5.258
Seesaw,1.097,0.584,0.996,8.672
Seesaw,0.295,0.524,0.51,6.965
Seesaw,1.184,0.773,1.005,6.309
Seesaw,0.551,0.687,0.695,7.167
Seesaw,0.528,0.931,0.948,5.939
Seesaw,0.633,0.514,1.877,6.939
Seesaw,0.665,1.134,0.968,8.638
Seesaw,0.536,0.586,0.543,7.88
Seesaw,0.456,0.883,0.568,6.733
Seesaw,0.603,0.571,0.771,7.888
Seesaw,0.375,0.704,0.703,8.782
Seesaw,0.646,1.309,0.602,8.035
Seesaw,0.646,0.916,0.563,7.61
Seesaw,1.243,0.873,0.762,8.149
Seesaw,0.891,0.822,0.751,8.311
Seesaw,1.825,1.669,1.42,8.12
Seesaw,0.805,0.924,1.247,8.062
Seesaw,1.007,1.023,1.169,8.372
Seesaw,0.41,0.715,0.622,7.987
Seesaw,0.514,0.867,0.867,8.699
Seesaw,1.023,0.654,0.853,8.049
Seesaw,1.046,0.495,0.766,7.494
Seesaw,0.497,0.426,1.08,8.296
Seesaw,1.201,1.013,0.45,6.863
Seesaw,1.429,0.572,1.005,7.371
Seesaw,0.616,0.951,0.781,8.531
Seesaw,0.852,1.019,0.298,7.603
Seesaw,0.633,0.733,0.581,8.638
Seesaw,0.514,1.332,0.679,8.283
Seesaw,0.566,1.015,0.641,8.553
Seesaw,0.595,0.584,0.899,7.433
Seesaw,0.454,0.983,1.022,7.759
Seesaw,0.606,0.592,0.417,7.988
Seesaw,0.332,0.452,0.379,8.258
Seesaw,0.725,0.933,0.865,7.829
Seesaw,0.728,0.682,0.795,9.386
Seesaw,0.465,1.044,0.905,7.404
Seesaw,0.585,0.845,0.651,8.71
Seesaw,0.504,1.079,0.684,7.756
Seesaw,0.911,0.634,0.465,8.513
Seesaw,0.679,0.46,0.644,7.083
Seesaw,0.646,0.272,0.8,6.658
Seesaw,1.308,0.504,0.921,8.478
Seesaw,1.042,1.079,0.781,7.77
Seesaw,1.126,0.609,0.81,6.636
Seesaw,1.025,0.619,0.346,6.767
Seesaw,0.382,0.53,0.59,8.861
Seesaw,0.764,0.811,0.391,7.905
Seesaw,0.725,0.578,0.385,8.4
Seesaw,0.569,1.028,0.722,7.528
Seesaw,0.617,0.931,0.524,8.22
Seesaw,0.868,0.629,0.524,8.757
Seesaw,1.075,0.678,1.076,8.473
Seesaw,1.459,0.447,0.732,8.302
Seesaw,0.819,0.377,0.39,8.201
Seesaw,1.068,1.085,0.716,7.365
Seesaw,0.367,0.87,0.795,8.246
Seesaw,1.291,0.543,0.58,7.756
Seesaw,0.692,1.006,0.625,6.695
Seesaw,1.17,0.516,0.885,8.306
Seesaw,1.109,0.607,0.547,8.532
Seesaw,0.674,0.977,0.601,5.596
Seesaw,0.356,1.004,0.716,7.59
Seesaw,0.552,0.762,1.066,8.808
Seesaw,0.925,0.979,0.526,7.942
Seesaw,0.531,0.699,0.583,6.464
Seesaw,0.501,0.968,0.652,8.916
Seesaw,0.785,0.922,0.233,7.48
Seesaw,0.774,0.7,0.929,7.347
Seesaw,0.599,1.031,0.648,7.72
Seesaw,0.697,0.536,1.644,7.816
Seesaw,0.297,1.106,0.372,7.931
Seesaw,1.268,0.612,1.023,8.424
Seesaw,0.994,0.676,0.821,8.112
Seesaw,0.471,0.725,0.534,7.64
Seesaw,0.748,0.488,0.683,5.774
Seesaw,0.808,0.906,0.792,6.164
Seesaw,0.367,1.009,0.642,8.279
Seesaw,0.966,0.448,0.652,7.058
Seesaw,0.399,0.481,0.517,7.517
Seesaw,1.299,0.694,0.838,7.713
Seesaw,0.914,0.532,0.429,7.806
Seesaw,0.895,0.372,0.632,7.445
Seesaw,1.115,0.435,0.757,8.766
Seesaw,0.783,1.068,1.089,8.083
Seesaw,0.633,0.814,0.712,6.674
Seesaw,0.785,0.79,0.586,7.843
Seesaw,0.588,0.509,0.894,8.038
Seesaw,0.997,1.217,0.722,7.865
Seesaw,0.88,0.556,0.83,8.433
Seesaw,0.645,0.451,1.264,6.536
Seesaw,0.798,0.439,0.533,9.272
Seesaw,0.962,1.366,0.801,7.914
Seesaw,0.895,0.677,0.672,8.733
Seesaw,1.07,1.199,0.655,8.254
Seesaw,1.101,0.686,0.863,7.051
Seesaw,0.219,0.928,0.731,8.197
Seesaw,0.563,0.686,1.461,7.76
Seesaw,1.88,0.475,0.869,7.879
Seesaw,0.486,0.635,0.84,8.766
Seesaw,0.882,0.666,0.679,6.436
Seesaw,0.449,0.735,0.355,8.351
Seesaw,0.977,0.381,0.948,8.555
Seesaw,0.575,0.905,0.94,8.427
Seesaw,0.516,0.718,1.039,6.938
Seesaw,0.771,0.69,0.468,7.934
Seesaw,0.469,0.674,0.646,8.207
Seesaw,0.697,0.913,0.742,5.675
Seesaw,0.611,0.525,0.759,8.363
Seesaw,0.959,0.736,0.642,7.752
Seesaw,0.706,0.756,0.702,6.705
Seesaw,0.559,0.63,0.565,8.364
Seesaw,0.598,0.62,1.125,7.316
Seesaw,0.81,0.487,0.81,6.437
Seesaw,0.388,0.314,0.595,8.102
Seesaw,0.68,0.743,0.42,5.869
Seesaw,0.37,0.648,0.999,7.176
Seesaw,0.769,1.136,0.458,8.001
Seesaw,0.711,0.45,0.777,7.014
Seesaw,0.62,1.242,0.459,8.458
Seesaw,0.634,0.713,0.495,6.44
Seesaw,0.86,1.095,0.567,7.125
Seesaw,1.442,0.898,0.851,6.42
Seesaw,0.557,0.553,0.874,7.157
Seesaw,0.497,0.986,1.288,7.446
Seesaw,0.445,0.506,1.3,8.057
Seesaw,0.645,0.681,0.375,6.041
Seesaw,0.342,0.716,0.87,8.176
Seesaw,0.635,0.91,0.357,7.539
Seesaw,0.935,1.37,0.639,7.409
Seesaw,0.745,0.661,0.746,9.147
Seesaw,0.654,1.02,0.429,8.476
Seesaw,0.784,0.544,1.131,8.074
Seesaw,1.696,1.198,0.619,8.18
Seesaw,0.787,0.572,0.372,8.763
Seesaw,0.877,0.577,0.705,7.045
Seesaw,0.581,1.458,0.803,5.429
Seesaw,0.358,1.681,0.653,6.515
Seesaw,0.703,0.842,0.709,6.035
Seesaw,1.364,1.294,0.804,7.634
Seesaw,1.238,0.943,1.245,7.651
Seesaw,0.54,1.069,0.882,7.445
Seesaw,1.486,1.279,0.643,9.173
Seesaw,0.544,0.544,0.426,8.274
Seesaw,1.006,1.186,0.734,7.074
Seesaw,0.545,0.572,0.862,7.64
Seesaw,0.544,0.544,0.9,8.272
Seesaw,0.554,0.991,1.191,8.97
Seesaw,0.459,0.997,0.551,7.854
Seesaw,0.823,1.077,0.766,7.591
Seesaw,0.439,0.475,0.854,6.449
Seesaw,0.427,0.611,0.727,7.958
Seesaw,0.754,0.435,0.803,6.161
Seesaw,1.145,0.533,0.587,7.704
Seesaw,1.366,0.532,0.657,7.364
Seesaw,0.957,0.548,0.68,8.273
Seesaw,0.527,0.661,0.292,7.282
Seesaw,1.009,0.372,0.775,6.678
Seesaw,0.855,0.578,0.923,8.51
Seesaw,0.929,0.83,1.594,8.187
Seesaw,0.964,1.344,0.368,9.152
Seesaw,0.698,0.878,0.364,8.383
Seesaw,0.61,0.81,0.729,8.273
Seesaw,0.59,0.442,0.298,6.672
Seesaw,0.496,0.446,1.29,8.14
Seesaw,0.613,1.145,0.384,7.221
Seesaw,1.182,0.64,0.79,7.861
Seesaw,0.355,0.768,0.616,6.742
Seesaw,0.87,1.291,0.414,7.896
Seesaw,0.743,1.014,0.724,7.886
Seesaw,0.996,1.201,0.64,8.689
Seesaw,0.977,1.012,0.611,7.781
Seesaw,0.543,0.924,0.965,8.55
Seesaw,0.637,0.8,0.892,8.548
Seesaw,0.79,0.594,0.661,6.11
Seesaw,0.438,0.511,0.674,7.898
Seesaw,1.233,0.591,1.059,7.196
Seesaw,0.599,0.5,0.61,9.021
Seesaw,0.773,1.046,0.489,6.527
Seesaw,0.485,1.239,0.959,7.206
Seesaw,0.777,0.461,0.934,8.037
Seesaw,0.439,1.757,0.812,6.468
Seesaw,0.855,0.651,1.012,4.449
Seesaw,0.757,0.625,0.65,8.67
Seesaw,0.561,1.279,1.105,8.367
Seesaw,0.784,0.326,0.544,6.451
Seesaw,0.579,1.557,0.916,7.474
Seesaw,0.81,0.479,0.528,8.312
Seesaw,0.895,1.095,0.517,8.276
Seesaw,0.759,0.106,0.695,7.671
Seesaw,0.511,0.661,0.834,8.42
Seesaw,0.523,0.903,0.883,8.644
Seesaw,0.432,0.36,0.578,7.952
Seesaw,1.153,1.435,0.833,8.268
Seesaw,0.303,0.673,0.781,8.226
Seesaw,0.961,0.928,0.915,7.177
Seesaw,0.433,0.894,0.855,8.668
Seesaw,0.636,0.817,0.539,5.954
Seesaw,1.247,0.666,0.735,7.35
Seesaw,0.801,0.698,1.038,7.462
Seesaw,0.438,1.353,0.585,8.888
Seesaw,0.75,1.341,0.652,7.972
Seesaw,0.782,0.434,0.735,6.287
Seesaw,0.827,0.893,0.776,6.502
Seesaw,0.918,0.877,0.638,7.955
Seesaw,0.612,0.571,0.552,8.154
Seesaw,1.156,0.685,0.725,7.244
Seesaw,1.073,0.559,0.972,6.722
Seesaw,0.621,0.734,0.723,7.589
Seesaw,0.419,1.011,0.283,5.85
Seesaw,0.666,1.462,0.437,8.069
Seesaw,0.395,1.114,0.442,5.123
Seesaw,0.408,0.864,1.399,8.263
Seesaw,0.695,1.1,1.292,8.086
Seesaw,0.771,0.523,0.585,7.781
Seesaw,1.066,1.177,0.546,8.19
Seesaw,0.462,0.846,0.736,6.062
Seesaw,1.096,0.923,0.617,8.42
Seesaw,0.548,1.202,0.552,8.021
Seesaw,0.528,1.132,0.89,8.072
Seesaw,0.816,0.432,1.067,5.2
Seesaw,0.609,0.78,0.788,8.658
Seesaw,1.611,0.807,0.564,9.525
Seesaw,0.309,0.947,0.419,7.416
Seesaw,0.564,1.201,0.539,6.579
Seesaw,0.602,0.584,0.509,7.059
Seesaw,0.734,0.669,0.785,7.781
Seesaw,0.909,0.703,0.601,6.665
Seesaw,1.128,0.508,0.421,8.478
Seesaw,1.195,0.74,0.797,7.46
Seesaw,1.089,0.541,0.52,7.143
Seesaw,0.985,0.847,0.302,4.831
Seesaw,0.396,1.187,0.563,7.937
Seesaw,0.581,1.079,0.993,7.529
Seesaw,0.965,0.754,1.035,7.845
Seesaw,1.027,1.219,0.723,7.443
Seesaw,0.827,1.052,1.195,9.042
Seesaw,0.458,0.66,0.671,8.303
Seesaw,0.498,0.842,0.551,7.88
Seesaw,0.842,1.298,0.9,7.483
Seesaw,1.433,0.554,0.357,6.867
Seesaw,0.776,1.257,0.699,7.001
Seesaw,0.753,0.57,0.431,8.689
Seesaw,1.137,1.304,0.912,7.821
Seesaw,0.456,0.507,0.847,8.076
Seesaw,0.966,0.792,1.014,8.704
Seesaw,0.865,0.744,0.381,6.614
Seesaw,0.56,0.559,0.784,8.731
Seesaw,0.631,0.728,0.926,8.373
Seesaw,0.59,0.698,0.665,8.137
Seesaw,0.461,1.279,0.799,6.09
Seesaw,0.367,1.889,0.553,4.957
Seesaw,0.747,0.555,1.377,9.249
Seesaw,0.314,0.943,0.907,8.318
Seesaw,0.792,0.768,0.999,6.187
Seesaw,1.005,1.056,0.76,7.512
Seesaw,0.283,1.03,0.564,8.166
Seesaw,1.018,0.522,0.493,7.692
Seesaw,0.733,0.793,0.681,6.451
Seesaw,0.939,0.911,1.175,8.717
Seesaw,0.776,0.639,0.97,7.544
Seesaw,0.539,0.764,0.227,8.94
Seesaw,0.985,0.801,0.515,7.253
Seesaw,0.988,0.354,0.976,8.308
Seesaw,0.977,0.982,0.52,6.907
Seesaw,1.399,0.393,1.329,8.55
Seesaw,0.615,0.711,0.65,7.915
Seesaw,0.431,0.803,0.808,5.57
Seesaw,0.773,1.249,1.175,7.894
Seesaw,0.546,0.783,0.694,8.727
Seesaw,0.718,0.284,0.52,7.91
Seesaw,0.639,1.18,0.262,7.592
Seesaw,0.563,0.697,1.269,8.697
Seesaw,0.836,0.598,0.367,7.547
Seesaw,0.765,0.362,0.853,8.811
Seesaw,0.598,0.588,1.172,8.207
Seesaw,1.199,0.386,1.628,8.296
Seesaw,0.757,1.075,1.046,8.535
Seesaw,0.711,1.241,0.384,7.193
